state,district,child_rape_of_children_section_64_to_section_71_bns_section_376_ipc,child_attempt_to_commit_rape_section_64_6870_71_rw_sec_62_bns_sec_376_rw_511_ipc,child_assault_on_children_with_intent_to_outrage_her_modesty_section_74_bnssec_354_ipc,child_sexual_harassment_of_girls_section_75_bnssection_354a_ipc,child_assault_on_girls_with_intent_to_disrobe_section_76_bns_section_354b_ipc,child_voyeurism_section_77_bns_section_354c_ipc,child_stalking_section_78_bns_section_354d_ipc,child_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,child_kidnapping_or_abducting_or_inducing_of_girls_to_compel_her_for_marriage_section_87_bns_section_366_ipc,child_foeticide_section_91_bns_section_315_ipc,child_infanticide_section_92_bns_section_316_ipc,child_exposure_and_abandonment_section_93_94_bns_section_317_318_ipc,child_hiring_or_employing_or_engaging_child_to_commit_an_offence,child_procuration_of_children_section_96_bns_section_366a_ipc_procuration_of_children_total_ab,child_a_procuration_of_girls,child_b_procuration_of_boys,child_kidnapping_or_abducting_child_with_intent_to_steal_from_its_person_section_97_bnssection_369_ipc,child_selling_of_children_for_prostitution_section_98_bns_section_372_ipc_selling_of_children_for_prostitution_total_ab,child_a_girls,child_b_boys,child_buying_of_children_for_prostitution_section_99_bns_section_373_ipc_buying_of_children_for_prostitution_total_ab,child_murder_section_103104_bnssection_302_ipc_murder_total_ab,child_a_murder_with_rapepocso,child_b_other_murder,child_abetment_of_suicide_of_child_section_107108_bns_section_305306_ipc,child_attempt_to_commit_murder_section_109_bns_section_307_ipc,child_hurt_or_grievous_hurt_section_1172_11812121132125124etc_bns,child_kidnapping_and_abduction_of_children_section_137_138_bns_section_363_ipc_kidnapping_and_abduction_of_children_total,child_kidnapping_and_abduction_section_137_bnssection_363_ipc_kidnapping_and_abduction_ab,child_a_missing_children_deemed_as_kidnapped,child_b_kidnapping_abduction_of_children,child_kidnapping_and_abduction_for_the_purpose_of_begging_section_139_section_363a_ipc,child_kidnapping_and_abduction_in_order_to_murder_section_1401_bns_section_364_ipc,child_kidnapping_and_abduction_for_ransom_section_1402_bns_section_364a_ipc,child_importation_of_girl_or_boy_from_foreign_country_section_141_bns_section_366_b_ipc_importation_of_girl_or_boy_from_foreign_country_total_ab,child_a_importation_of_girls,child_b_importation_of_boys,child_other_kidnapping_abduction_sec_1403_1404_142_bns_section_365_367_368_ipc,child_otheripcbns_crimes,child_total_ipcbns_crimes_against_children,child_protection_of_children_from_sexual_offences_act_protection_of_children_from_sexual_offences_act_total,child_section_4_6_of_pocso_act_or_pocso_act_section_4_6_rw_section_376_ipc64_68_70_71_bns_section_4_6_of_pocso_act_total_ab,child_section_8_10_of_pocso_act_or_pocso_act_section_8_10_rw_section_354_ipc74_bns_section_8_10_of_pocso_act_total_ab,child_section_12_of_pocso_act_or_pocso_act_section_12_rw_section_509_ipc75_bns_section_12_of_pocso_act_or_pocso_acttotal_ab,child_section_14_15_of_pocso_act_section_14_15_of_pocso_act_total_ab,child_sections_17_to_22_of_pocso_act_sections_17_to_22_of_pocso_act_total_ab,child_juvenile_justice_care_and_protection_of_children_act_juvenile_justice_care_and_protection_of_children_act_total_ab,child_a_offences_by_care_takersin_charge_of_juvenile_homes,child_b_other_offences,child_immoral_traffic_prevention_act_immoral_traffic_prevention_act_total_abc,child_a_procuring_inducing_children_for_the_sake_of_prostitution,child_b_detaining_a_person_in_premises_where_prostitution_is_carried_on,child_c_other_ipt_acts,child_child_labour_prohibition_regulation_act,child_prohibition_of_child_marriage_act,child_transplantation_of_human_organs_act,child_cyber_crimesinformation_technology_act_cyber_crimesinformation_technology_act_total_ab,child_a_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act,child_b_other_cyber_crimes_against_children,child_other_sll_crimes,child_total_sll_crimes,child_total_crimes_against_children_ipcbns_sll_crimes
Karnataka,Haveri,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,49,49,49,0,0,0,0,0,0,0,0,0,55,125,110,0,15,0,0,2,0,2,0,0,0,0,1,3,0,0,0,0,0,131,186
Karnataka,Hubballi Dharwad City,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,71,71,71,0,0,0,0,0,0,0,0,0,74,71,47,17,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,73,147
Karnataka,Kgf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,35,35,35,0,0,0,0,0,0,0,0,3,41,48,38,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,50,91
Karnataka,Kodagu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,2,0,36,36,36,0,0,0,0,0,0,0,0,0,42,80,59,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,123
Karnataka,Kolar,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,77,77,72,5,0,0,0,0,0,0,0,3,86,104,90,7,4,3,0,1,1,0,0,0,0,0,0,2,0,3,3,0,0,110,196
Karnataka,Koppal,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,39,39,39,0,0,0,0,0,0,0,0,16,66,72,59,0,13,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,76,142
Karnataka,Mandya,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,4,2,3,0,94,94,94,0,0,0,0,0,0,0,0,3,109,162,129,31,2,0,0,3,3,0,0,0,0,0,0,8,0,5,5,0,0,178,287
Karnataka,Mangaluru City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,48,48,47,1,0,0,0,0,0,0,0,31,83,66,36,22,6,2,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,74,157
Karnataka,Mysuru City,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,0,0,0,0,0,0,0,0,0,63,69,52,17,0,0,0,2,0,2,0,0,0,0,1,7,0,1,1,0,0,80,143
Karnataka,Mysuru District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,96,96,96,0,0,0,0,0,0,0,0,0,97,141,125,16,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,157,254
Karnataka,Raichur,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,0,0,0,0,0,0,0,0,0,37,94,83,11,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,113,150
Karnataka,Krailways,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,1,0,8,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
Karnataka,Ramanagara,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,112,112,112,0,0,0,0,0,0,0,0,0,120,119,97,22,0,0,0,6,0,6,0,0,0,0,5,8,0,3,3,0,0,141,261
Karnataka,Shimoga,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,101,101,101,0,0,0,0,0,0,0,0,54,167,226,178,27,19,0,2,4,1,3,0,0,0,0,5,5,0,0,0,0,0,240,407
Karnataka,Tumakuru,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,149,148,147,1,0,0,1,0,0,0,0,118,273,187,185,2,0,0,0,6,6,0,0,0,0,0,5,2,0,0,0,0,0,200,473
Karnataka,Udupi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,31,31,31,0,0,0,0,0,0,0,0,5,39,61,37,12,8,1,3,5,2,3,0,0,0,0,1,0,0,3,3,0,0,70,109
Karnataka,Uttara Kannada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,63,63,54,9,0,0,0,0,0,0,0,38,104,81,60,19,2,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,89,193
Karnataka,Yadgiri,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,32,0,0,0,0,0,0,0,1,2,40,53,45,7,1,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,67,107
Karnataka,Belagavi City,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,38,38,33,5,0,0,0,0,0,0,0,37,83,29,17,5,5,2,0,1,0,1,0,0,0,0,0,1,0,5,5,0,0,36,119
Karnataka,Kalaburgi City,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,59,56,3,0,0,0,0,0,0,0,29,93,27,25,2,0,0,0,2,2,0,0,0,0,0,0,2,0,1,1,0,0,32,125
Karnataka,Vijayanagara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,48,41,7,0,0,0,0,0,0,0,1,51,79,75,1,3,0,0,1,0,1,0,0,0,0,11,0,0,0,0,0,0,91,142
Kerala,Alapuzha,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,2,0,1,3,6,6,0,6,0,0,0,0,0,0,0,16,29,328,119,149,56,0,4,8,0,8,0,0,0,0,0,1,0,32,32,0,0,369,398
Kerala,Ernakulam Commr,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,10,7,7,1,6,0,0,0,0,0,0,0,69,92,166,71,74,19,2,0,7,4,3,0,0,0,0,0,0,0,1,1,0,1,175,267
Kerala,Ernakulam Rural,0,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,1,0,7,12,10,4,6,0,0,0,0,0,0,2,36,80,251,103,109,34,2,3,8,1,7,0,0,0,0,0,0,0,3,3,0,3,265,345
Kerala,Idukki,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,3,0,2,0,7,7,6,1,0,0,0,0,0,0,0,1,15,225,135,64,23,3,0,20,1,19,0,0,0,0,0,2,0,1,1,0,3,251,266
Kerala,Kannur City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,12,16,114,43,55,16,0,0,5,2,3,0,0,0,0,0,1,0,0,0,0,0,120,136
Kerala,Kasargod,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,5,5,0,5,0,0,0,0,0,0,0,37,66,160,59,89,10,2,0,9,1,8,0,0,0,0,0,0,0,5,5,0,0,174,240
Kerala,Kollam Commr,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,2,4,4,6,6,3,3,0,0,0,0,0,0,0,3,30,203,99,73,25,5,1,23,18,5,0,0,0,0,0,0,0,10,10,0,0,236,266
Kerala,Kollam Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,17,21,230,128,72,28,1,1,10,0,10,0,0,0,0,0,0,0,2,1,1,1,243,264
Kerala,Kottayam,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,6,6,4,2,0,0,0,0,0,0,0,66,81,239,105,94,33,6,1,4,2,2,0,0,0,0,0,0,0,2,2,0,0,245,326
Kerala,Kozhikode Commr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,9,9,0,9,0,0,0,0,0,0,0,41,62,182,87,83,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,183,245
Kerala,Kozhikode Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,8,1,7,0,0,0,0,0,0,0,80,95,277,101,147,28,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,281,376
Kerala,Malappuram,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,5,0,5,0,0,16,7,7,1,6,0,0,0,0,0,0,0,60,94,504,235,214,52,1,2,2,0,2,0,0,0,0,1,1,0,0,0,0,2,510,604
Kerala,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,5,5,0,5,0,0,0,0,0,0,0,0,13,261,131,125,5,0,0,4,0,4,0,0,0,0,0,0,0,11,11,0,0,276,289
Kerala,Pathanamthitta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,105,112,178,106,50,18,4,0,16,0,16,0,0,0,0,0,0,0,1,1,0,0,195,307
Kerala,Railways,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14
Kerala,Thrissur Commr,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,4,3,1,2,0,0,0,0,0,0,1,5,13,182,72,84,26,0,0,3,0,3,0,0,0,0,0,1,0,6,6,0,0,192,205
Kerala,Thrissur Rural,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,2,2,1,1,0,0,0,0,0,0,0,96,110,178,79,81,17,1,0,2,1,1,0,0,0,0,0,0,0,12,12,0,0,192,302
Kerala,Trivandrum Commr,0,4,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,27,47,191,86,86,17,1,1,23,3,20,0,0,0,0,0,1,0,0,0,0,0,215,262
Kerala,Trivandrum Rural,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,7,7,1,6,0,0,0,0,0,0,0,55,71,349,167,142,36,4,0,25,4,21,0,0,0,0,0,0,0,1,1,0,2,377,448
Kerala,Wayanadu,0,0,27,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,40,193,116,63,4,3,7,4,0,4,0,0,0,0,0,0,0,4,3,1,0,201,241
Kerala,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kerala,Kannur Rural,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,1,8,0,0,0,0,0,0,0,14,27,90,41,37,12,0,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,100,127
Madhya Pradesh,Agar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,8,8,0,0,0,0,0,0,0,0,8,63,41,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,104
Madhya Pradesh,Alirajpur,0,2,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,34,34,34,0,0,0,0,0,0,0,0,0,99,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,123
Madhya Pradesh,Anuppur,0,0,0,0,0,0,0,0,1,0,0,3,0,7,7,0,0,0,0,0,0,1,1,0,0,1,2,154,154,146,8,0,0,0,0,0,0,0,40,209,74,47,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,283
Madhya Pradesh,Ashok Nagar,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,73,73,46,27,0,0,0,0,0,0,0,39,124,121,87,32,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,122,246
Madhya Pradesh,Balaghat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,208,208,207,1,0,0,0,0,0,0,0,25,238,93,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,331
Madhya Pradesh,Barwani,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,110,110,110,0,0,0,0,0,0,0,0,0,114,85,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,199
Madhya Pradesh,Betul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,251,251,251,0,0,0,0,0,0,0,0,0,257,100,48,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,357
Madhya Pradesh,Bhind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,153,153,0,153,0,0,0,0,0,0,0,2,156,60,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,216
Madhya Pradesh,Bhopal Commissionarate,0,0,1,0,0,0,0,0,3,2,0,3,0,1,1,0,0,1,5,0,0,7,1,6,10,2,12,611,556,31,525,2,0,1,0,0,0,52,286,939,283,182,84,8,4,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,288,1227
Madhya Pradesh,Bhopal Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,6,0,0,2,0,0,0,1,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Madhya Pradesh,Burhanpur,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,87,87,87,0,0,0,0,0,0,0,0,21,115,48,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,163
Madhya Pradesh,Chhatarpur,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,4,5,301,301,163,138,0,0,0,0,0,0,0,88,417,69,33,34,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,73,490
Madhya Pradesh,Chhindwara,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,285,285,0,285,0,0,0,0,0,0,0,46,347,74,59,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,421
Madhya Pradesh,Damoh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,208,208,0,208,0,0,0,0,0,0,0,0,213,34,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,247
Madhya Pradesh,Datia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,100,100,100,0,0,0,0,0,0,0,0,1,107,33,9,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,35,142
Madhya Pradesh,Dewas,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,171,171,0,1,0,0,0,0,0,0,0,186,156,83,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,342
Madhya Pradesh,Dhar,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,2,0,2,5,1,8,348,348,348,0,0,0,0,0,0,0,0,0,374,251,195,51,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,625
Madhya Pradesh,Dindori,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,169,169,169,0,0,0,0,0,0,0,0,0,177,79,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,256
Madhya Pradesh,Guna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,124,124,0,124,0,0,0,0,0,0,0,14,141,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,171
Madhya Pradesh,Gwalior,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,6,0,6,5,3,6,353,351,351,0,0,0,1,0,0,0,1,181,570,73,49,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,645
Madhya Pradesh,Harda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,103,103,0,103,0,0,0,0,0,0,0,1,106,87,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,194
Madhya Pradesh,Narmadapuram,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,227,227,227,0,0,0,0,0,0,0,0,112,349,105,67,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,454
Madhya Pradesh,Indore Commissionarate,0,0,0,0,0,0,0,0,23,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,4,8,16,711,708,708,0,2,0,0,0,0,0,1,53,828,322,214,105,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,329,1157
Madhya Pradesh,Indore Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
Madhya Pradesh,Jabalpur,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,552,552,0,552,0,0,0,0,0,0,0,0,563,157,71,85,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,160,723
Madhya Pradesh,Jabalpur Railway,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,17,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
Madhya Pradesh,Jhabua,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,244,244,171,73,0,0,0,0,0,0,0,90,365,34,22,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,399
Madhya Pradesh,Katni,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,273,273,273,0,0,0,0,0,0,0,0,26,310,41,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,351
Madhya Pradesh,Khandwa,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,1,0,1,4,3,7,145,145,106,39,0,0,0,0,0,0,0,54,220,174,113,46,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,175,395
Madhya Pradesh,Khargone,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6,0,0,0,0,0,4,0,6,206,205,189,16,0,0,0,0,0,0,1,62,284,264,212,44,2,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,265,549
Madhya Pradesh,Mandla,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,4,0,4,2,0,0,207,207,207,0,0,0,0,0,0,0,0,95,314,70,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,386
Madhya Pradesh,Mandsaur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,132,132,55,77,0,0,0,0,0,0,0,0,132,44,15,18,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,176
Madhya Pradesh,Morena,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,38,118,118,118,0,0,0,0,0,0,0,0,35,198,111,66,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,309
Madhya Pradesh,Narsinghpur,0,0,0,0,0,0,14,0,6,0,0,4,0,0,0,0,0,1,0,0,0,2,0,2,2,0,3,192,192,156,36,0,0,0,0,0,0,0,52,276,58,22,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,334
Madhya Pradesh,Neemuch,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,85,85,0,0,0,0,0,0,0,2,6,97,66,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,163
Madhya Pradesh,Panna,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,198,198,78,120,0,0,0,0,0,0,0,51,257,70,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,327
Madhya Pradesh,Raisen,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,10,2,0,2,0,2,6,0,97,216,216,216,0,0,0,0,0,0,0,0,60,389,213,154,41,6,0,12,5,2,3,0,0,0,0,1,0,0,0,0,0,0,219,608
Madhya Pradesh,Rajgarh,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,110,0,0,0,0,0,0,0,0,171,108,23,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,109,280
Madhya Pradesh,Ratlam,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,3,0,0,5,0,5,1,2,7,317,317,0,317,0,0,0,0,0,0,0,125,463,234,158,69,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,697
Madhya Pradesh,Rewa,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,1,0,0,0,0,0,7,1,6,0,1,3,431,428,428,0,0,0,1,0,0,0,2,121,572,61,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,65,637
Madhya Pradesh,Sagar,0,0,0,0,0,0,0,0,167,2,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,1,37,312,312,312,0,0,0,0,0,0,0,0,26,555,214,136,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,769
Madhya Pradesh,Satna,0,0,0,0,0,0,0,0,144,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,243,243,243,0,0,0,0,0,0,0,0,57,454,68,33,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,522
Madhya Pradesh,Seoni,0,0,0,0,0,0,0,0,117,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,127,127,0,127,0,0,0,0,0,0,0,14,267,67,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,334
Madhya Pradesh,Shahdol,0,0,0,0,0,0,0,0,3,1,0,2,0,1,1,0,0,0,0,0,0,3,1,2,1,1,2,272,272,272,0,0,0,0,0,0,0,0,16,302,121,88,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,424
